Id,device,deviceName,devType,prodId,capabilityId,capabilityDescription,commandId,valueType,enum_values,value,min,max,serviceId,serviceDescription,influencedChannels,influenceType
73,phone,iPhoneX,"""mobile""","""X03""",hotspot,personal Hotspot,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,phone-iPhoneX_hotspot_switch_on,switch on personal Hotspot,,
74,phone,iPhoneX,"""mobile""","""X03""",hotspot,personal Hotspot,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,phone-iPhoneX_hotspot_switch_off,switch off personal Hotspot,,
75,phone,iPhoneX,"""mobile""","""X03""",airplaneMode,airplane mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,phone-iPhoneX_airplaneMode_switch_on,switch on airplane mode,,
76,phone,iPhoneX,"""mobile""","""X03""",airplaneMode,airplane mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,phone-iPhoneX_airplaneMode_switch_off,switch off airplane mode,,
77,phone,iPhoneX,"""mobile""","""X03""",eyeComfortMode,eye comfort mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,phone-iPhoneX_eyeComfortMode_switch_on,switch on eye comfort mode,,
78,phone,iPhoneX,"""mobile""","""X03""",eyeComfortMode,eye comfort mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,phone-iPhoneX_eyeComfortMode_switch_off,switch off eye comfort mode,,
79,phone,iPhoneX,"""mobile""","""X03""",nightMode,night mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,phone-iPhoneX_nightMode_switch_on,switch on night mode,,
80,phone,iPhoneX,"""mobile""","""X03""",nightMode,night mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,phone-iPhoneX_nightMode_switch_off,switch off night mode,,
81,heater,HaierHeater,"""H13""","""101X""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,heater-HaierHeater_switchOnOff_on_1,switch on the heater,temperature,hasIncreased
82,heater,HaierHeater,"""H13""","""101X""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,heater-HaierHeater_switchOnOff_on_0,switch off the heater,,
83,heater,HaierHeater,"""H13""","""101X""",heatingMode,heating mode,setMode,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""}]",1,,,heater-HaierHeater_heatingMode_setMode_1,low heating mode,temperature,hasIncreased
84,heater,HaierHeater,"""H13""","""101X""",heatingMode,heating mode,setMode,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""}]",2,,,heater-HaierHeater_heatingMode_setMode_2,middle heating mode,temperature,hasIncreased
85,heater,HaierHeater,"""H13""","""101X""",heatingMode,heating mode,setMode,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""}]",3,,,heater-HaierHeater_heatingMode_setMode_3,high heating mode,temperature,hasIncreased
86,humidifier,POVOSHumidifier,"""01D""","""204L""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,humidifier-POVOSHumidifier_switchOnOff_on_1,switch off the humidifier,humidity,hasIncreased
87,humidifier,POVOSHumidifier,"""01D""","""204L""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,humidifier-POVOSHumidifier_switchOnOff_on_0,switch on the humidifier,,
88,humidifier,POVOSHumidifier,"""01D""","""204L""",gear,humidifier gear settings,setMode,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""}]",1,,,humidifier-POVOSHumidifier_gear_setMode_1,switch the humidifier to low mode,humidity,hasIncreased
89,humidifier,POVOSHumidifier,"""01D""","""204L""",gear,humidifier gear settings,setMode,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""}]",2,,,humidifier-POVOSHumidifier_gear_setMode_2,switch the humidifier to middle mode,humidity,hasIncreased
90,humidifier,POVOSHumidifier,"""01D""","""204L""",gear,humidifier gear settings,setMode,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""}]",3,,,humidifier-POVOSHumidifier_gear_setMode_3,switch the humidifier to high mode,humidity,hasIncreased
91,humidifier,POVOSHumidifier,"""01D""","""204L""",targetHumidity,target humidity,setHumidity,range,,,40,80,humidifier-POVOSHumidifier_targetHumidity_setHumidity_range,set target humidity,,
92,airpurifier,720Airpurifier,"""013""","""108T""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,airpurifier-720Airpurifier_switchOnOff_on_1,switch on the airpurifier,,
93,airpurifier,720Airpurifier,"""013""","""108T""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,airpurifier-720Airpurifier_switchOnOff_on_0,switch off the airpurifier,,
94,airpurifier,720Airpurifier,"""013""","""108T""",windSpeed,change wind speed,setWindSpeed,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""},{""enumName"":""auto"",""value"":""4""}]",1,,,airpurifier-720Airpurifier_windSpeed_setWindSpeed_1,switch the air purifier to low speed,,
95,airpurifier,720Airpurifier,"""013""","""108T""",windSpeed,change wind speed,setWindSpeed,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""},{""enumName"":""auto"",""value"":""4""}]",2,,,airpurifier-720Airpurifier_windSpeed_setWindSpeed_2,switch the air purifier to middle speed,,
96,airpurifier,720Airpurifier,"""013""","""108T""",windSpeed,change wind speed,setWindSpeed,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""},{""enumName"":""auto"",""value"":""4""}]",3,,,airpurifier-720Airpurifier_windSpeed_setWindSpeed_3,switch the air purifier to high speed,,
97,airpurifier,720Airpurifier,"""013""","""108T""",windSpeed,change wind speed,setWindSpeed,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""},{""enumName"":""auto"",""value"":""4""}]",4,,,airpurifier-720Airpurifier_windSpeed_setWindSpeed_4,switch the air purifier to auto speed,,
98,airpurifier,680Airpurifier,"""013""","""108U""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,airpurifier-680Airpurifier_switchOnOff_on_1,switch on the airpurifier,,
99,airpurifier,680Airpurifier,"""013""","""108U""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,airpurifier-680Airpurifier_switchOnOff_on_0,switch off the airpurifier,,
100,airpurifier,680Airpurifier,"""013""","""108U""",windSpeed,change wind speed,setWindSpeed,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""},{""enumName"":""auto"",""value"":""4""}]",1,,,airpurifier-680Airpurifier_windSpeed_setWindSpeed_1,switch the air purifier to low speed,,
101,airpurifier,680Airpurifier,"""013""","""108U""",windSpeed,change wind speed,setWindSpeed,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""},{""enumName"":""auto"",""value"":""4""}]",2,,,airpurifier-680Airpurifier_windSpeed_setWindSpeed_2,switch the air purifier to middle speed,,
102,airpurifier,680Airpurifier,"""013""","""108U""",windSpeed,change wind speed,setWindSpeed,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""},{""enumName"":""auto"",""value"":""4""}]",3,,,airpurifier-680Airpurifier_windSpeed_setWindSpeed_3,switch the air purifier to high speed,,
103,airpurifier,680Airpurifier,"""013""","""108U""",windSpeed,change wind speed,setWindSpeed,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""middle"",""value"":""2""},{""enumName"":""high"",""value"":""3""},{""enumName"":""auto"",""value"":""4""}]",4,,,airpurifier-680Airpurifier_windSpeed_setWindSpeed_4,switch the air purifier to auto speed,,
104,airpurifier,680Airpurifier,"""013""","""108U""",mode,different air purifier modes,setMode,enum,"[{""enumName"":""sleep"",""value"":""1""},{""enumName"":""auto"",""value"":""2""}]",1,,,airpurifier-680Airpurifier_mode_setMode_1,sleeping mode of the air purifier,,
105,airpurifier,680Airpurifier,"""013""","""108U""",mode,different air purifier modes,setMode,enum,"[{""enumName"":""sleep"",""value"":""1""},{""enumName"":""auto"",""value"":""2""}]",2,,,airpurifier-680Airpurifier_mode_setMode_2,automatic mode of the air purifier,,
106,airdehumidifier,EurgeenDehumidifier,"""09B""","""210Y""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,airdehumidifier-EurgeenDehumidifier_switchOnOff_on_1,switch on the dehumidifier,humidity,hasDecreased
107,airdehumidifier,EurgeenDehumidifier,"""09B""","""210Y""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,airdehumidifier-EurgeenDehumidifier_switchOnOff_on_0,switch off the dehumidifier,,
108,airdehumidifier,EurgeenDehumidifier,"""09B""","""210Y""",gear,dehumidifier gear settings,setMode,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""high"",""value"":""2""}]",1,,,airdehumidifier-EurgeenDehumidifier_gear_setMode_1,switch the dehumidifier to low mode,humidity,hasDecreased
109,airdehumidifier,EurgeenDehumidifier,"""09B""","""210Y""",gear,dehumidifier gear settings,setMode,enum,"[{""enumName"":""low"",""value"":""1""},{""enumName"":""high"",""value"":""2""}]",2,,,airdehumidifier-EurgeenDehumidifier_gear_setMode_2,switch the dehumidifier to high mode,humidity,hasDecreased
110,airdehumidifier,EurgeenDehumidifier,"""09B""","""210Y""",targetHumidity,target humidity,setHumidity,range,,,40,80,airdehumidifier-EurgeenDehumidifier_targetHumidity_setHumidity__range,set target humidity,,
111,camera,HUAWEIGD02Camera,"""008""","""2BB8""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,camera-HUAWEIGD02Camera_switchOnOff_on_1,switch on the camera,,
112,camera,HUAWEIGD02Camera,"""008""","""2BB8""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,camera-HUAWEIGD02Camera_switchOnOff_on_0,switch off the camera,,
113,camera,HUAWEIGD02Camera,"""008""","""2BB8""",capturePhoto,take photo,take,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,camera-HUAWEIGD02Camera_capturePhoto_take_1,take a photo,,
114,camera,HUAWEIGD02Camera,"""008""","""2BB8""",alarm,alarm,alarm,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,camera-HUAWEIGD02Camera_alarm_alarm_1,sound a loud alarm for 10 seconds,,
115,camera,HUAWEIGD02Camera,"""008""","""2BB8""",lightSwitch,light control,lightOn,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,camera-HUAWEIGD02Camera_lightSwitch_lightOn_1,switch camera light on,,
116,camera,HUAWEIGD02Camera,"""008""","""2BB8""",lightSwitch,light control,lightOn,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,camera-HUAWEIGD02Camera_lightSwitch_lightOn_0,switch camera light off,,
117,camera,HUAWEIGD02Camera,"""008""","""2BB8""",motionRecord,motion record,control,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}, {""enumName"": ""stop"", ""value"": ""2""}]",0,,,camera-HUAWEIGD02Camera_motionRecord_control_0,"motion record off, always record video",,
118,camera,HUAWEIGD02Camera,"""008""","""2BB8""",motionRecord,motion record,control,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}, {""enumName"": ""stop"", ""value"": ""2""}]",1,,,camera-HUAWEIGD02Camera_motionRecord_control_1,start recording when motion detected.,,
119,camera,HUAWEIGD02Camera,"""008""","""2BB8""",motionRecord,motion record,control,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}, {""enumName"": ""stop"", ""value"": ""2""}]",2,,,camera-HUAWEIGD02Camera_motionRecord_control_2,"motion record off, video recording stopped",,
120,camera,HUAWEIGD02Camera,"""008""","""2BB8""",nightMode,night mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",on,,,camera-HUAWEIGD02Camera_nightMode_switch_on,night mode always on,,
121,camera,HUAWEIGD02Camera,"""008""","""2BB8""",nightMode,night mode,switch,enum,"[{""enumName"": ""on"", ""value"": ""on""}, {""enumName"": ""off"", ""value"": ""off""}]",off,,,camera-HUAWEIGD02Camera_nightMode_switch_off,night mode off,,
122,camera,HUAWEIGD02Camera,"""008""","""2BB8""",wdrSwitch,wide dynamic range control,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,camera-HUAWEIGD02Camera_wdrSwitch_on_1,wide dynamic range on,,
123,camera,HUAWEIGD02Camera,"""008""","""2BB8""",wdrSwitch,wide dynamic range control,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,camera-HUAWEIGD02Camera_wdrSwitch_on_0,wide dynamic range off,,
124,fan,LABOTONLT-FB02,"""029""","""107C""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,fan-LABOTONLT-FB02_switchOnOff_on_1,switch on the fan,,
125,fan,LABOTONLT-FB02,"""029""","""107C""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,fan-LABOTONLT-FB02_switchOnOff_on_0,switch off the fan              ,,
126,fan,LABOTONLT-FB02,"""029""","""107C""",rotate,rotate control,setRotate,range,,,-5,5,fan-LABOTONLT-FB02_rotate_setRotate_range,rotate the fan by -5/+5 degrees left/right,,
127,fan,LABOTONLT-FB02,"""029""","""107C""",childLock,set child lock on/off,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,fan-LABOTONLT-FB02_childLock_on_1,set child lock on,,
128,fan,LABOTONLT-FB02,"""029""","""107C""",childLock,set child lock on/off,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,fan-LABOTONLT-FB02_childLock_on_0,set child lock off,,
129,light,yeelightLEDColor,"""01D""","""124U""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,light-yeelightLEDColor_switchOnOff_on_1,turn on the light,,
130,light,yeelightLEDColor,"""01D""","""124U""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,light-yeelightLEDColor_switchOnOff_on_0,turn off the light,,
131,light,yeelightLEDColor,"""01D""","""124U""",brightnessControl,light brightness,setBrightness,range,,,0,255,light-yeelightLEDColor_brightnessControl_setBrightness_,set target brightness,,
132,light,yeelightLEDColor,"""01D""","""124U""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",1,,,light-yeelightLEDColor_color_setColor_1,set light color to red,luminance,hasIncreased
133,light,yeelightLEDColor,"""01D""","""124U""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",2,,,light-yeelightLEDColor_color_setColor_2,set light color to green,luminance,hasIncreased
134,light,yeelightLEDColor,"""01D""","""124U""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",3,,,light-yeelightLEDColor_color_setColor_3,set light color to blue,luminance,hasIncreased
135,light,yeelightLEDColor,"""01D""","""124U""",colorRangeControl,color degree,setColorRange,range,,,0,255,light-yeelightLEDColor_colorRangeControl_setColorRange_range,set degree of the color,,
136,light,yeelightLEDColor,"""01D""","""124U""",colorTempControl,color temperature,setColorTemp,range,,,2000,6500,light-yeelightLEDColor_colorTempControl_setColorTemp_range,set color temperature of the light,,
137,light,yeelightLEDColor,"""01D""","""124U""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",0,,,light-yeelightLEDColor_lightMode_setLightMode_0,turn light into custom mode,luminance,hasIncreased
138,light,yeelightLEDColor,"""01D""","""124U""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",1,,,light-yeelightLEDColor_lightMode_setLightMode_1,turn light into guest mode,luminance,hasIncreased
139,light,yeelightLEDColor,"""01D""","""124U""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",2,,,light-yeelightLEDColor_lightMode_setLightMode_2,turn light into entertainment mode,luminance,hasIncreased
140,light,yeelightLEDColor,"""01D""","""124U""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",3,,,light-yeelightLEDColor_lightMode_setLightMode_3,turn light into movie mode,luminance,hasIncreased
141,light,yeelightLEDColor,"""01D""","""124U""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",4,,,light-yeelightLEDColor_lightMode_setLightMode_4,turn light into eating mode,luminance,hasIncreased
142,light,yeelightLEDColor,"""01D""","""124U""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",5,,,light-yeelightLEDColor_lightMode_setLightMode_5,turn light into colorful mode,luminance,hasIncreased
143,light,yeelightLEDColor,"""01D""","""124U""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",6,,,light-yeelightLEDColor_lightMode_setLightMode_6,turn light into romantic mode,luminance,hasIncreased
144,light,yeelightLEDColor,"""01D""","""124U""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",7,,,light-yeelightLEDColor_lightMode_setLightMode_7,turn light into working mode,luminance,hasIncreased
145,light,yeelightLEDColor,"""01B""","""104M""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",1,,,light-yeelightLEDColor_switchOnOff_on_1,turn on the light,,
146,light,yeelightLEDColor,"""01B""","""104M""",switchOnOff,switchOnOff,on,enum,"[{""enumName"": ""on"", ""value"": ""1""}, {""enumName"": ""off"", ""value"": ""0""}]",0,,,light-yeelightLEDColor_switchOnOff_on_0,turn off the light,,
147,light,yeelightLEDColor,"""01B""","""104M""",brightnessControl,light brightness,setBrightness,range,,,0,255,light-yeelightLEDColor_brightnessControl_setBrightness_,set target brightness,,
148,light,yeelightLEDColor,"""01B""","""104M""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",1,,,light-yeelightLEDColor_color_setColor_1,set light color to red,luminance,hasIncreased
149,light,yeelightLEDColor,"""01B""","""104M""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",2,,,light-yeelightLEDColor_color_setColor_2,set light color to green,luminance,hasIncreased
150,light,yeelightLEDColor,"""01B""","""104M""",color,light color,setColor,enum,"[{""enumName"": ""red"", ""value"": ""1""}, {""enumName"": ""green"", ""value"": ""2""}, {""enumName"": ""blue"", ""value"": ""3""}]",3,,,light-yeelightLEDColor_color_setColor_3,set light color to blue,luminance,hasIncreased
151,light,yeelightLEDColor,"""01B""","""104M""",colorRangeControl,color degree,setColorRange,range,,,0,255,light-yeelightLEDColor_colorRangeControl_setColorRange_range,set degree of the color,,
152,light,yeelightLEDColor,"""01B""","""104M""",colorTempControl,color temperature,setColorTemp,range,,,2000,6500,light-yeelightLEDColor_colorTempControl_setColorTemp_range,set color temperature of the light,,
153,light,yeelightLEDColor,"""01B""","""104M""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",0,,,light-yeelightLEDColor_lightMode_setLightMode_0,turn light into custom mode,luminance,hasIncreased
154,light,yeelightLEDColor,"""01B""","""104M""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",1,,,light-yeelightLEDColor_lightMode_setLightMode_1,turn light into guest mode,luminance,hasIncreased
155,light,yeelightLEDColor,"""01B""","""104M""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",2,,,light-yeelightLEDColor_lightMode_setLightMode_2,turn light into entertainment mode,luminance,hasIncreased
156,light,yeelightLEDColor,"""01B""","""104M""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",3,,,light-yeelightLEDColor_lightMode_setLightMode_3,turn light into movie mode,luminance,hasIncreased
157,light,yeelightLEDColor,"""01B""","""104M""",lightMode,different light modes,setLightMode,enum,"{""mode"":{""enumList"":[{""label"":""custom"",""value"":""0""},{""label"":""guest"",""value"":""1""},{""label"":""entertainment"",""value"":""2""},{""label"":""movie"",""value"":""3""},{""label"":""eating"",""value"":""4""},{""label"":""colorful"",""value"":""5""},{""label"":""romantic"",""value"":""6""},{""label"":""working"",""value"":""7""},{""label"":""sleeping"",""value"":""8""}],""format"":""enum""}}",4,,,light-yeelightLEDColor_lightMode_setLightMode_4,turn light into eating mode,luminance,hasIncreased
